,locationName,categories,locationAddress,locationCity,locationState,locationZip,locationPhone,openTime,Years In Business
175,D M Auto Body Inc,"['Automobile Body Repairing & Painting', 'Wheel Alignment-Frame & Axle Servicing-Automotive']",48 Joy St,Somerville,MA,02143,(617) 623-1111,9:00 am - 5:00 pm,48
176,Dial A Repair Automotive II,['Auto Repair & Service'],101 Harborside Dr,East Boston,MA,02128,(617) 569-7766,,
177,Uno Auto Repair,['Auto Repair & Service'],128 Cambridge St,Charlestown,MA,02129,(617) 241-0770,12:00 am - 11:59 pm,18
178,Cambridge Automobile Service Co,['Auto Repair & Service'],36 Medford St,Somerville,MA,02143,(617) 354-1839,,
179,Reilly's Auto Repair,['Auto Repair & Service'],63 Washington St,Somerville,MA,02143,(617) 776-4779,9:00 am - 5:00 pm,70
180,County Auto Repair,['Auto Repair & Service'],103 Washington St,Somerville,MA,02143,(617) 628-3600,8:00 am - 5:00 pm,15
181,Chicken & Shakes Automotive,['Auto Repair & Service'],6 Beach Ave,Somerville,MA,02143,(617) 628-6622,8:00 am - 6:00 pm,21
182,Prospect Motors,"['Auto Repair & Service', 'Automobile Diagnostic Service', 'Automobile Electric Service']",247 Prospect St,Cambridge,MA,02139,(617) 354-2300,,24
183,Hermes Auto Body,['Auto Repair & Service'],125 Brookline St,Cambridge,MA,02139,(617) 354-0436,7:30 am - 6:00 pm,
184,"Hillside Jaguar, Inc.",['Auto Repair & Service'],45 Mystic Ave,Somerville,MA,02145,(617) 623-7388,8:00 am - 6:00 pm,35
185,Eastern Glass Tinting Co,"['Auto Repair & Service', 'Glass-Auto, Plate, Window, Etc', 'Window Tinting']",116 Cambridge St,Charlestown,MA,02129,(617) 242-9030,7:30 am - 5:00 pm,31
186,Gene Automotive,"['Auto Repair & Service', 'Brake Repair', 'Engine Rebuilding & Exchange']",56 Joy St,Somerville,MA,02143,(617) 591-8300,8:00 am - 6:00 pm,18
187,Mike's Auto Service,"['Auto Repair & Service', 'Automobile Electric Service', 'Brake Repair']",517 Columbia St,Somerville,MA,02143,(617) 628-6314,8:00 am - 5:30 pm,8
188,J & E Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Parts & Supplies']",9 Hawkins St,Somerville,MA,02143,(617) 623-6790,9:00 am - 5:00 pm,19
189,Todisco Towing,"['Auto Repair & Service', 'Towing', 'Trailers-Repair & Service']",94 Condor St,Boston,MA,02128,(617) 567-0700,Open 24 Hours,20
190,Swedish Motors,"['Auto Repair & Service', 'New Car Dealers', 'Automobile Parts & Supplies']",1090 Commonwealth Ave,Boston,MA,02215,(617) 731-3812,7:30 am - 6:00 pm,30
191,European Motorsport,"['Auto Repair & Service', 'Wheel Alignment-Frame & Axle Servicing-Automotive', 'Automobile Electric Service']",51 Park St,Boston,MA,02122,(617) 269-7799,8:00 am - 6:00 pm,23
192,"Foreign Auto Center, Inc.","['Auto Repair & Service', 'Brake Repair', 'Automobile Parts & Supplies']",251 Prospect St,Cambridge,MA,02139,(617) 876-1262,7:30 am - 6:00 pm,38
193,Danilchuk Auto Body Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Brake Repair']",197 8th St,Charlestown,MA,02129,(617) 580-3121,8:00 am - 5:00 pm,5
194,Ben's Auto Body Repair Shop,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Repairing & Service-Equipment & Supplies']",10 Everett St,East Boston,MA,02128,(617) 567-9469,9:00 am - 5:00 pm,54
195,Omega Autobody,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",152 Liverpool St,East Boston,MA,02128,(617) 561-0066,9:00 am - 5:00 pm,29
196,Advanced Automotive,"['Auto Repair & Service', 'Automobile Customizing', 'Automobile Body Repairing & Painting']",215 London St,East Boston,MA,02128,(617) 561-1111,7:00 am - 5:00 pm,38
197,V & N Autobody Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",32 Northampton St,Boston,MA,02118,(617) 427-8585,9:00 am - 5:00 pm,18
198,Boston Body Works Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Detailing']",839 Albany St,Roxbury,MA,02119,(617) 442-6600,7:30 am - 5:30 pm,39
199,Jendriel Auto Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",98 Prescott St,East Boston,MA,02128,(617) 567-6821,8:30 am - 4:30 pm,9
200,Brothers Auto,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",215 Condor St,East Boston,MA,02128,(617) 567-8998,,14
201,Shelby Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Body Shop Equipment & Supplies']",345 Princeton St,East Boston,MA,02128,(617) 567-5100,8:00 am - 6:00 pm,8
202,Phillip's Auto Service,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",814 Shawmut Ave,Roxbury,MA,02119,(617) 445-8630,,
203,Brazil USA Autobody,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Repairing & Service-Equipment & Supplies']",16 Joy St,Somerville,MA,02143,(617) 628-0464,9:00 am - 5:00 pm,9
204,Cape Verdean Auto Body,['Automobile Body Repairing & Painting'],255 Northampton St,Boston,MA,02118,(800) 698-2279,,2
205,Johns Auto Place,['Automobile Body Repairing & Painting'],863 E 2nd St,South Boston,MA,02127,(617) 269-9426,9:00 am - 5:00 pm,
206,South Bay Auto,['Automobile Body Repairing & Painting'],1176 Massachusetts Ave,Dorchester,MA,02125,(617) 436-5300,8:00 am - 5:00 pm,24
207,Overlander,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Used Car Dealers']",43 A St,South Boston,MA,02127,(617) 269-4554,8:00 am - 5:00 pm,8
208,Eastern Auto Center,"['Auto Repair & Service', 'Brake Repair']",153 Liverpool St,East Boston,MA,02128,(617) 567-3693,8:00 am - 5:00 pm,29
209,Mechanic Technician Auto,['Auto Repair & Service'],151 Liverpool St,East Boston,MA,02128,(617) 561-0111,9:00 am - 5:00 pm,14
210,Chiara Auto Repair,"['Auto Repair & Service', 'Brake Repair', 'Auto Transmission']",317 Maverick St,East Boston,MA,02128,(617) 561-0383,8:00 am - 5:00 pm,29
211,East Boston Auto Center,['Auto Repair & Service'],270 Paris St,East Boston,MA,02128,(617) 561-6666,8:00 am - 6:00 pm,32
212,D and D Auto Service,['Auto Repair & Service'],541 Dorchester Ave,South Boston,MA,02127,(617) 307-6072,,
213,Rs Auto Mechanic,"['Auto Repair & Service', 'Wheels-Aligning & Balancing']",3 Nay St,East Boston,MA,02128,(617) 874-8188,9:00 am - 5:00 pm,
214,Marcio Automobile Repair,['Auto Repair & Service'],17 Nay St,Boston,MA,02128,(617) 567-1777,9:00 am - 5:00 pm,
215,Flore's Auto Repair,['Auto Repair & Service'],19 Nay St,Boston,MA,02128,(617) 561-0829,9:00 am - 5:00 pm,12
216,S & J Auto Repair,['Auto Repair & Service'],21 Nay St,East Boston,MA,02128,(617) 567-4800,9:00 am - 5:00 pm,12
217,"South Boston Auto Tech, Inc.",['Auto Repair & Service'],6 Devine Way,South Boston,MA,02127,(617) 269-9850,10:00 am - 7:00 pm,23
218,Anko Inc,['Auto Repair & Service'],27 Shelby St,East Boston,MA,02128,(617) 567-1865,9:00 am - 5:00 pm,19
219,Day Square Automobile Repair,['Auto Repair & Service'],30 Shelby St,Boston,MA,02128,(617) 568-0055,8:00 am - 6:00 pm,28
220,Mobile Mechanic Boston,['Auto Repair & Service'],40 Warren St,Roxbury,MA,02119,(781) 202-6098,,
221,Patrick Automotive Repair,['Auto Repair & Service'],8 W Bellflower St,Dorchester,MA,02125,(617) 740-0800,8:00 am - 5:30 pm,15
222,Rpm Automotive,['Auto Repair & Service'],1090 Commonwealth Ave,Boston,MA,02215,(617) 739-0935,,24
223,Somerville Auto Service,"['Auto Repair & Service', 'Gas Stations']",57 Warren St,Somerville,MA,02143,(617) 492-9028,6:00 am - 7:00 pm,
224,Top Car Auto Repair,['Auto Repair & Service'],497 Columbia St,Somerville,MA,02143,(617) 764-5971,8:00 am - 6:00 pm,7
225,City Auto Service Inc,['Auto Repair & Service'],13 Joy St,Somerville,MA,02143,(617) 776-0838,,
226,Hawkins Street Automotive Service,['Auto Repair & Service'],9 Hawkins St,Somerville,MA,02143,(617) 623-9552,,23
227,C & G Service,"['Auto Repair & Service', 'Gas Stations', 'Convenience Stores']",77 L St,South Boston,MA,02127,(617) 269-9551,,
228,Angelo's Auto Body,['Automobile Body Repairing & Painting'],233 Condor St,East Boston,MA,02128,(617) 569-0860,9:00 am - 5:00 pm,36
229,American National Auto Body & Auto Repair Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",9 Geneva St,East Boston,MA,02128,(617) 567-6100,,15
230,Vinna Auto Body Shop & Sales,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'New Car Dealers']",100 Newmarket Sq,Boston,MA,02118,(617) 989-1989,8:00 am - 6:00 pm,19
231,Car Zone Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Brake Repair']",209 Broadway,Cambridge,MA,02139,(617) 576-9663,7:30 am - 5:30 pm,
232,Mass Commonwealth Of-Public Works Dept Garage Mnte,['Auto Repair & Service'],50 Water St,Boston,MA,02109,(617) 242-0223,,
233,Carr's Automatic Transmissions LTD,"['Auto Repair & Service', 'Auto Transmission', 'Automobile Parts & Supplies']",185 Franklin St,Boston,MA,02110,(506) 466-4408,,
234,Boston Auto Tech,['Auto Repair & Service'],25 Dorchester Ave,Boston,MA,02205,(617) 436-6400,,
235,Systems Auto Center,['Auto Repair & Service'],370 Harrison Ave,Boston,MA,02118,(617) 338-9104,9:00 am - 5:00 pm,
236,C St Garage,"['Auto Repair & Service', 'Automobile Repairing & Service-Equipment & Supplies']",330 C St,South Boston,MA,02127,(617) 268-8166,,22
237,Bill's Garage,"['Auto Repair & Service', 'Truck Service & Repair', 'Automobile Repairing & Service-Equipment & Supplies']",306 Northern Ave,Boston,MA,02210,(617) 542-1309,7:00 am - 4:00 pm,66
238,Kery's Auto Service,['Auto Repair & Service'],480 Dorchester Ave,South Boston,MA,02127,(617) 268-2820,9:00 am - 5:00 pm,8
239,Metric Systems,['Auto Repair & Service'],284 Broadway,Cambridge,MA,02139,(617) 661-0442,,
240,J & P Autobody,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",421 Border St,East Boston,MA,02128,(617) 567-8222,9:00 am - 5:00 pm,23
241,Benny's Foreign Motor Service,"['Auto Repair & Service', 'Brake Repair', 'Auto Oil & Lube']",880 Commonwealth Ave,Boston,MA,02215,(617) 739-1282,,43
242,New England Auto Body of Boston,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",11 Dorchester St,South Boston,MA,02127,(617) 268-0696,9:00 am - 5:00 pm,50
243,Brookline Jaguar & BMW Service,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Tire Recap, Retread & Repair']",880 Commonwealth Ave,Boston,MA,02215,(617) 277-0266,8:00 am - 5:30 pm,40
244,John's Auto Sales,"['Auto Repair & Service', 'New Car Dealers', 'Used Car Dealers']",181 Somerville Ave,Somerville,MA,02143,(617) 628-5511,9:00 am - 8:00 pm,48
245,Auto Mechanic Souza Inc,"['Auto Repair & Service', 'Automobile Accessories', 'Car Wash']",308 Mcgrath Hwy,Somerville,MA,02143,(617) 628-5757,8:00 am - 5:00 pm,23
246,John Smith Automotive & Sales,"['Auto Repair & Service', 'Used Car Dealers', 'Automobile Body Repairing & Painting']",365 Border St,East Boston,MA,02128,(617) 569-6206,9:00 am - 5:00 pm,38
247,Adams Automatic Transmissions,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Auto Transmission']",241 Old Colony Ave,Boston,MA,02127,(617) 268-6060,7:00 am - 4:30 pm,72
248,Mercedes-Benz of Boston,"['Auto Repair & Service', 'New Car Dealers', 'Used & Rebuilt Auto Parts']",259 Mcgrath Hwy,Somerville,MA,02143,(617) 666-4100,9:00 am - 9:00 pm,28
249,Ross Motor Parts Company,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers']",246 W Broadway,South Boston,MA,02127,(617) 268-2000,5:30 am - 4:00 pm,73
250,BBC Auto Repair,"['Auto Repair & Service', 'Automobile Body Shop Equipment & Supplies', 'Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers']",42 Joy St,Somerville,MA,02143,(617) 629-0058,8:00 am - 5:30 pm,12
251,Zipcar Inc,"['Auto Repair & Service', 'Automobile Leasing', 'Car Rental']",35 Thomson Pl,Boston,MA,02210,(866) 494-7227,9:00 am - 5:00 pm,7
252,Century Tire and Auto Service,"['Auto Repair & Service', 'Tire Dealers']",265 Beacon St,Boston,MA,02116,(617) 547-7878,,
253,Transdev,"['Auto Repair & Service', 'Automobile Accessories', 'Automobile Parts & Supplies']",2000 Washington St,Roxbury,MA,02119,(617) 603-7800,4:00 am - 7:00 pm,
254,NAPA Auto Parts - Harry's Mid Island Auto Supply Inc,"['Auto Repair & Service', 'Automobile Accessories', 'Automobile Parts & Supplies']",Nantucket Commons,Nantucket,MA,02554,(508) 228-4793,7:30 am - 5:00 pm,95
255,JN Phillips Auto Glass,"['Auto Repair & Service', 'Glass-Auto, Plate, Window, Etc', 'Windshield Repair']",47 Webster Ave,Cambridge,MA,02141,(617) 349-0033,,
256,Mercedes-Benz Of Boston,"['Auto Repair & Service', 'New Car Dealers', 'Used Car Dealers']",259 Mcgrath Hwy,Somerville,MA,02143,(617) 666-4100,9:00 am - 9:00 pm,94
257,Levi's Auto Body,"['Auto Repair & Service', 'Automobile Body Shop Equipment & Supplies', 'Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers']",27 Nay St,East Boston,MA,02128,(617) 418-7178,,6
258,Finish Master,"['Auto Repair & Service', 'Automobile Body Shop Equipment & Supplies', 'Automobile Repairing & Service-Equipment & Supplies']",199 Norfolk Ave,Roxbury,MA,02119,(617) 445-7878,,
259,Gem Auto Parts Co,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Automobile Body Repairing & Painting']",480 Bennington St,East Boston,MA,02128,(781) 485-0900,,
260,Real Auto Shop Inc,"['Auto Repair & Service', 'Used Car Dealers', 'Automobile Body Repairing & Painting']",39 Webster Ave,Somerville,MA,02143,(617) 953-8515,10:00 am - 7:00 pm,14
261,Edna's Auto Body,"['Automobile Body Shop Equipment & Supply-Wholesale & Manufacturers', 'Automobile Body Repairing & Painting', 'New Car Dealers']",279 Border St,Boston,MA,02128,(617) 418-7300,8:00 am - 5:00 pm,
262,Free Mobile Service Auto Glass,"['Auto Repair & Service', 'Glass-Auto, Plate, Window, Etc', 'Glass Doors']",245 Summer St,Boston,MA,02210,(857) 317-5635,,
263,Boston Auto,"['Auto Repair & Service', 'Used Car Dealers']",1115 Washington St,Boston,MA,02118,(617) 338-7060,8:00 am - 4:30 pm,25
264,Portside Truck Repair,"['Auto Repair & Service', 'Truck Service & Repair']",100 Terminal St,Charlestown,MA,02129,(617) 242-5782,7:00 am - 5:00 pm,32
265,Autopart International,"['Auto Repair & Service', 'Mufflers & Exhaust Systems', 'Automobile Accessories']",28 Damrell St Ste 100,South Boston,MA,02127,(617) 269-1711,,
266,Reliable Diesel Service,"['Auto Repair & Service', 'Diesel Engines', 'Truck Service & Repair']",541 Dorchester Ave,South Boston,MA,02127,(617) 269-5341,,34
267,European Motorsport,"['Auto Repair & Service', 'Engine Rebuilding & Exchange', 'Automobile Electric Service']",45 L St,South Boston,MA,02127,(617) 269-7799,8:00 am - 6:00 pm,
268,Nation's Auto Glass Boston,"['Auto Repair & Service', 'Glass-Auto, Plate, Window, Etc', 'Windshield Repair']",10 Farnham St,Roxbury,MA,02119,(617) 936-7681,Open 24 Hours,
269,Nissenbaum's Auto Parts,"['Auto Repair & Service', 'Automobile Parts & Supplies-Used & Rebuilt-Wholesale & Manufacturers', 'Automobile Parts & Supplies']",480 Columbia St,Somerville,MA,02143,(617) 776-0194,7:30 am - 5:30 pm,110
270,Carneiro Auto Repair,"['Auto Repair & Service', 'Automobile Body Shop Equipment & Supplies', 'Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers']",224 Somerville Ave,Somerville,MA,02143,(617) 764-2748,9:00 am - 5:00 pm,9
271,Nicks Foreign Car Center,"['Auto Repair & Service', 'Used Car Dealers']",64 Webster Ave,Somerville,MA,02143,(617) 764-0314,7:30 am - 6:00 pm,2
272,Broadway Brake Corp,"['Auto Repair & Service', 'Truck Equipment & Parts', 'Brake Repair']",45 Broadway,Somerville,MA,02145,(617) 666-1100,8:00 am - 7:00 pm,33
273,inman motors,"['Auto Repair & Service', 'Used Car Dealers']",39 webster av,somerville,MA,02143,(617) 206-8872,9:00 am - 7:00 pm,20
274,Muffler Usa,"['Auto Repair & Service', 'Mufflers & Exhaust Systems', 'Automobile Parts & Supplies']",9 Decatur St,Cambridge,MA,02139,(617) 547-4024,,23
275,Sullivan Tire & Auto Service,"['Auto Repair & Service', 'Tire Dealers']",950 Commonwealth Ave,Boston,MA,02215,(617) 731-2200,7:30 am - 5:00 pm,65
276,Cambridge Auto Center,"['Auto Repair & Service', 'New Car Dealers']",1280 Cambridge St,Cambridge,MA,02139,(617) 661-1320,7:30 am - 5:30 pm,36
277,A & M Auto Body,"['Auto Repair & Service', 'Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers', 'Automobile Body Repairing & Painting']",10 Everett St,Boston,MA,02128,(617) 567-6844,8:00 am - 6:00 pm,
278,Dudley Garage,"['Auto Repair & Service', 'New Car Dealers']",350 Dudley St,Roxbury,MA,02119,(617) 442-0653,8:00 am - 4:30 pm,15
279,Isaac's Auto Sales & Service,"['Auto Repair & Service', 'Used Car Dealers']",486 Columbia St,Somerville,MA,02143,(617) 764-1651,9:00 am - 5:00 pm,
280,Advance Tire Company,"['Auto Repair & Service', 'Tire Dealers', 'Automobile Parts & Supplies']",185 Broadway,Cambridge,MA,02139,(617) 864-8989,7:30 am - 5:00 pm,91
281,Teddy's Foreign Motors,"['Auto Repair & Service', 'Used Car Dealers']",68 Joy St,Somerville,MA,02143,(617) 625-4642,8:30 am - 5:30 pm,10
282,Ell Bern Service,"['Auto Repair & Service', 'Tire Dealers', 'Wheel Alignment-Frame & Axle Servicing-Automotive']",785 Tremont St,Boston,MA,02118,(617) 262-9163,8:00 am - 5:00 pm,22
283,Boston Glass & Boarding Service,"['Auto Repair & Service', 'Mirrors', 'Furniture Stores']",1068 Dorchester Ave,Dorchester,MA,02125,(617) 366-2925,8:30 am - 4:30 pm,48
284,Abe's Complete Auto Service,"['Auto Repair & Service', 'Automobile Inspection Stations & Services', 'Brake Repair']",317 Fresh Pond Pkwy,Cambridge,MA,02138,(617) 208-4907,7:00 am - 7:00 pm,11
285,Meineke Car Care Centers,"['Auto Repair & Service', 'Automobile Electrical Equipment', 'Automobile Accessories']",,,,,(888) 344-1608,,48
286,1 800 Car Buyers,"['Auto Repair & Service', 'Truck Brokers', 'Automobile Salvage']",,,,,(888) 495-3593,Open 24 Hours,
287,Glass America,"['Automobile Body Repairing & Painting', 'Glass-Automobile, Plate, Window, Etc-Manufacturers', 'Windshield Repair']",,,,,(800) 593-4576,7:00 am - 9:00 pm,21
288,Vins Auto,"['Auto Repair & Service', 'Automotive Tune Up Service', 'Tire Dealers']",195 American Legion Hwy,Revere,MA,02151,(781) 241-9926,8:00 am - 5:00 pm,59
289,Muffler Mart of Boston Inc,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Emissions Inspection Stations']",1579 Columbus Ave,Roxbury,MA,02119,(617) 445-4770,8:00 am - 3:00 pm,63
290,Meineke Car Care Center,"['Auto Repair & Service', 'Automobile Air Conditioning Equipment', 'Automobile Accessories']",22 Massachusetts Ave,Arlington,MA,02474,(781) 645-7451,7:30 am - 5:30 pm,41
291,Safelite AutoGlass,"['Auto Repair & Service', 'Windshield Repair', 'Glass-Auto, Plate, Window, Etc']",,,,,(800) 304-9956,8:00 am - 5:00 pm,73
292,Memorial Drive Mobil,"['Auto Repair & Service', 'Gas Stations', 'Brake Repair']",816 Memorial Dr,Cambridge,MA,02139,(617) 229-6010,7:00 am - 7:00 pm,
293,AAMCO Transmissions & Total Car Care,"['Auto Repair & Service', 'Automobile Air Conditioning Equipment-Service & Repair', 'Auto Oil & Lube']",,,,,(800) 382-4703,,57
294,Safelite AutoGlass,"['Auto Repair & Service', 'Windshield Repair', 'Glass-Auto, Plate, Window, Etc']",216 Carter St,Chelsea,MA,02150,(800) 525-9029,8:00 am - 5:00 pm,73
295,Safelite AutoGlass,"['Auto Repair & Service', 'Windshield Repair', 'Glass-Auto, Plate, Window, Etc']",119 N Beacon St,Brighton,MA,02135,(800) 603-6883,8:00 am - 5:00 pm,73
296,Safelite AutoGlass,"['Auto Repair & Service', 'Windshield Repair', 'Glass-Auto, Plate, Window, Etc']",1783 Revere Beach Pkwy,Everett,MA,02149,(888) 932-8604,8:00 am - 5:00 pm,73
297,Firestone Complete Auto Care,"['Auto Repair & Service', 'Tire Dealers']",,,,,(800) 364-4314,7:00 am - 7:00 pm,94
298,Expressway Toyota -Scion,"['Auto Repair & Service', 'Car Rental']",700 William T Morrissey Blvd,Dorchester,MA,02122,(888) 862-0057,7:00 am - 8:30 pm,50
299,Maaco Collision Repair & Auto Painting,"['Auto Repair & Service', 'Dent Removal', 'Automobile Detailing']",,,,,(888) 225-9584,8:00 am - 5:30 pm,
300,Firestone Complete Auto Care,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Brake Repair']",,,,,(800) 364-4314,7:00 am - 7:00 pm,94
301,Stanleys Towing Service,"['Auto Repair & Service', 'Automobile Storage', 'Automotive Roadside Service']",3430 Washington St,Jamaica Plain,MA,02130,(617) 858-5734,Open 24 Hours,95
302,Maaco Collision Repair & Auto Painting,"['Auto Repair & Service', 'Automobile Detailing', 'Dent Removal']",1030 William T Morrissey Blvd,Dorchester,MA,02122,(857) 206-6003,8:00 am - 6:00 pm,9
303,Cash For Cars,"['Auto Repair & Service', 'Automobile Salvage', 'Truck Brokers']",,,,,(888) 695-5344,Open 24 Hours,38
304,Alliance Glass & Sign,"['Auto Repair & Service', 'Windows', 'Window Tinting']",902 Dorchester Ave,Dorchester,MA,02125,(617) 765-4760,8:00 am - 4:30 pm,21
305,Auto Wranglers,"['Auto Repair & Service', 'Automobile Salvage', 'Towing']",,,,,(844) 836-3181,Open 24 Hours,
306,1 800 Cash for Junk Cars,"['Automobile Salvage', 'Junk Dealers', 'Automobile & Truck Brokers']",,,,,(800) 569-1576,Open 24 Hours,38
307,Accurate Collision Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",36 Mystic St,Everett,MA,02149,(617) 387-3368,8:00 am - 6:00 pm,14
308,AAMCO Transmissions & Total Car Care,"['Auto Repair & Service', 'Auto Transmission', 'Automobile Parts & Supplies']",,,,,(800) 773-8859,,
309,A-Z Autocenter,"['Auto Repair & Service', 'Wheel Alignment-Frame & Axle Servicing-Automotive', 'Automobile Body Repairing & Painting']",1686 Commonwealth Ave Ste 1,Brighton,MA,02135,(617) 277-6600,8:00 am - 6:00 pm,21
310,Teele Square Auto,"['Auto Repair & Service', 'Emissions Inspection Stations', 'Brake Repair']",1284 Broadway,Somerville,MA,02144,(617) 623-9067,8:00 am - 5:00 pm,66
311,Auto Body Squad,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers']",35 Canal St,Malden,MA,02148,(617) 803-8641,,19
312,A-Z Auto Center,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Automobile Inspection Stations & Services']",1550 Commonwealth Ave,Brighton,MA,02135,(617) 566-8714,8:00 am - 6:00 pm,43
313,Revere Auto Service,"['Auto Repair & Service', 'Automobile Air Conditioning Equipment-Service & Repair', 'Automobile Diagnostic Service']",500 Broadway,Revere,MA,02151,(781) 284-9632,8:00 am - 4:30 pm,38
314,N C Auto Service,"['Auto Repair & Service', 'Automobile Inspection Stations & Services']",175 Broadway,Revere,MA,02151,(781) 289-8250,9:00 am - 5:00 pm,28
315,Eastern Auto Repair,"['Auto Repair & Service', 'Automobile Inspection Stations & Services', 'Brake Repair']",135 Eastern Ave,Malden,MA,02148,(781) 388-6996,8:00 am - 6:00 pm,12
316,Aladdin Auto Service,"['Auto Repair & Service', 'Automobile Repairing & Service-Equipment & Supplies']",162 Alewife Brook Pkwy,Cambridge,MA,02138,(617) 547-8000,9:00 am - 6:00 pm,28
317,Atlas Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Car Wash']",1605 N Shore Rd,Revere,MA,02151,(781) 284-1200,9:00 am - 5:00 pm,13
318,Alpha Omega,['Auto Repair & Service'],288 Washington St,Brighton,MA,02135,(617) 789-4864,7:30 am - 5:30 pm,31
319,Brother Auto Repair,['Auto Repair & Service'],756 Broadway,Revere,MA,02151,(781) 284-4370,9:00 am - 5:00 pm,15
320,Foreign Body Works Collision,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",26 Massachusetts Ave,Arlington,MA,02474,(781) 646-6660,8:00 am - 5:00 pm,
321,Brookline Auto Clinic,['Auto Repair & Service'],5 Washington St,Brighton,MA,02135,(617) 566-5050,,12
322,Lamarca Sons,['Auto Repair & Service'],140 Canal St,Malden,MA,02148,(781) 321-2169,,9
323,"GGM Autoworks, Inc.","['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Parts & Supplies']",2034 Revere Beach Pkwy # 2,Everett,MA,02149,(617) 944-9047,8:00 am - 6:00 pm,8
324,Bay State Automobile Repair Bay State Automobile Repair,['Auto Repair & Service'],67 Chelsea St,Everett,MA,02149,(617) 294-2543,9:00 am - 5:00 pm,
325,Jack Bertuzzi,['Auto Repair & Service'],288 Washington St,Brighton,MA,02135,(617) 789-4864,,
326,Exclusive Auto Body & Repair,"['Auto Repair & Service', 'Automobile Customizing', 'Automobile Body Repairing & Painting']",30 charles st,Malden,MA,02148,(781) 333-5409,8:30 am - 6:00 pm,15
327,Exchange Brake & Alignment Inc,"['Auto Repair & Service', 'Wheel Alignment-Frame & Axle Servicing-Automotive', 'Brake Repair']",37 Thacher St,Malden,MA,02148,(781) 322-2900,9:00 am - 4:00 pm,31
328,Todays Collision Chelsea,['Automobile Body Repairing & Painting'],99 Everett Ave,Chelsea,MA,02150,(617) 887-0080,7:00 am - 5:00 pm,31
329,Expert Auto Repair,['Auto Repair & Service'],120 Shirley St,Winthrop,MA,02152,(617) 846-5700,8:00 am - 6:00 pm,27
330,Ciro Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Windshield Repair']",105 Broadway,Everett,MA,02149,(617) 389-4381,8:00 am - 6:00 pm,38
331,Quality Auto Body,['Automobile Body Repairing & Painting'],64 Eastern AVE,Malden,MA,02148,(781) 605-2469,,
332,D J's Auto Repair,['Auto Repair & Service'],250 Washington Ave,Winthrop,MA,02152,(617) 846-6090,9:00 am - 5:00 pm,
333,Brookline Foreign Motors,"['Auto Repair & Service', 'Brake Repair', 'Automobile Body Repairing & Painting']",636 Brookline Ave,Brookline,MA,02445,(617) 566-4433,8:00 am - 5:00 pm,42
334,D & Z Auto Repair,['Auto Repair & Service'],944 Saratoga St,East Boston,MA,02128,(617) 567-2057,8:00 am - 5:00 pm,30
335,Xavier Auto Repair & Towing,"['Auto Repair & Service', 'Towing']",186 Columbia Rd,Dorchester,MA,02121,(617) 445-4250,9:00 am - 5:00 pm,30
336,Symphony Motors,['Auto Repair & Service'],221 Hancock St,Dorchester,MA,02125,(617) 436-4478,6:30 am - 4:00 pm,44
337,International Auto Svc,['Auto Repair & Service'],2870 Washington St,Roxbury,MA,02119,(617) 427-7060,,
